candidate_id,target_job_role,education_level,degree_field,years_of_experience,num_projects,num_certifications,num_internships,technical_skills_count,relevant_skills_count,required_skills_count,skill_match_percentage,soft_skills_count,project_relevance_score,experience_relevance_score,education_relevance_score,resume_quality_score,ats_score,keyword_match_percentage,overall_resume_score,job_readiness_score,experience_level,missing_skills_count,job_readiness,shortlisted
C02453,Frontend Developer,Master's,Computer Science,7,8,2,0,4,4,6,61.87,10,57.78,54.23,100.0,90.93,79.79,69.18,73.66,61.29,Mid-Level,2,Beginner,0
C02454,Full Stack Developer,Bachelor's,Computer Science,0,1,0,1,4,3,7,42.21,3,42.94,24.14,94.36,53.81,41.06,41.77,49.73,42.52,Fresher,4,Not Ready,0
C02455,Java Developer,Bachelor's,Other,5,5,3,0,9,2,6,30.19,5,41.24,38.23,29.61,70.28,52.49,41.67,46.36,33.03,Mid-Level,4,Not Ready,0
C02456,Frontend Developer,Bachelor's,Computer Science,8,9,3,0,5,5,6,79.32,2,87.49,68.95,85.48,79.1,82.26,75.07,79.34,78.33,Senior,1,Intermediate,0
C02457,UI/UX Designer,Bachelor's,Design,1,1,3,0,5,3,6,52.32,5,36.95,32.18,94.47,67.12,63.78,58.88,60.8,53.13,Junior,3,Beginner,0
C02458,Product Designer,PhD,Design,15,10,4,1,10,5,6,81.15,3,75.46,80.05,100.0,100.0,89.63,85.35,87.44,79.52,Senior,1,Intermediate,1
C02459,Python Developer,Bachelor's,Information Technology,6,3,3,0,6,4,6,70.29,3,60.32,59.85,86.0,77.81,77.36,71.46,75.49,66.1,Mid-Level,2,Beginner,0
C02460,Data Analyst,Master's,Business,13,9,5,1,5,4,6,70.26,4,60.46,77.1,76.02,100.0,76.6,75.93,78.45,71.68,Senior,2,Beginner,0
C02461,Backend Developer,Master's,Information Technology,10,13,3,0,5,5,6,84.96,9,91.21,88.13,100.0,99.14,90.95,86.47,93.07,85.34,Senior,1,Intermediate,0
C02462,Backend Developer,Bachelor's,Information Technology,9,10,2,0,9,5,6,86.73,2,85.87,75.88,86.19,76.93,74.93,82.01,81.44,80.98,Senior,1,Intermediate,0
C02463,Product Designer,Bachelor's,Business,6,5,3,0,10,4,6,70.8,4,53.75,51.85,67.48,77.36,76.79,70.19,72.89,61.47,Mid-Level,2,Beginner,1
C02464,UI/UX Designer,Diploma,Design,8,13,0,1,11,5,6,78.59,3,90.68,72.14,80.53,59.84,67.13,78.25,72.97,69.87,Senior,1,Beginner,1
C02465,Data Analyst,Bachelor's,Computer Science,9,9,2,0,7,5,6,81.29,10,76.42,75.05,86.57,77.17,72.71,83.34,78.76,72.54,Senior,1,Beginner,1
C02466,Product Designer,Bachelor's,Business,3,10,4,1,7,4,6,70.07,5,68.51,39.95,71.81,83.86,71.71,72.18,67.84,57.61,Mid-Level,2,Beginner,0
C02467,Full Stack Developer,Master's,Computer Science,14,8,2,1,5,5,7,71.03,5,71.8,72.53,96.71,88.3,83.04,69.84,80.24,73.35,Senior,2,Beginner,0
C02468,Product Designer,Bachelor's,Information Technology,6,9,4,1,4,4,6,64.54,7,66.63,58.27,59.0,77.65,70.84,70.62,70.83,64.53,Mid-Level,2,Beginner,0
C02469,Backend Developer,Bachelor's,Information Technology,5,9,5,0,6,4,6,69.06,5,71.94,52.89,89.17,92.66,85.23,75.82,79.41,70.1,Mid-Level,2,Beginner,1
C02470,UI/UX Designer,Diploma,Computer Science,4,3,2,0,11,3,6,50.77,3,46.83,36.07,60.26,49.42,44.04,47.04,50.44,43.55,Mid-Level,3,Not Ready,0
C02471,DevOps Engineer,Diploma,Software Engineering,0,0,2,1,4,3,6,46.75,8,18.38,15.76,83.0,45.77,45.7,45.04,47.13,34.18,Fresher,3,Not Ready,0
C02472,UI/UX Designer,Bachelor's,Computer Science,7,7,0,1,8,4,6,63.85,4,57.48,55.72,71.18,64.2,62.81,61.11,62.36,54.06,Mid-Level,2,Beginner,0
C02473,QA Engineer,Bachelor's,Computer Science,6,8,1,1,10,4,6,65.08,4,68.46,52.27,78.1,77.98,75.56,65.07,73.26,56.6,Mid-Level,2,Beginner,1
C02474,Data Analyst,Master's,Data Science,11,10,2,0,8,5,6,86.89,3,89.01,88.81,99.74,89.59,83.46,87.57,89.18,82.25,Senior,1,Intermediate,1
C02475,Backend Developer,Bachelor's,Software Engineering,10,7,3,0,7,5,6,83.33,8,73.22,80.88,97.59,89.56,78.73,82.9,82.36,73.58,Senior,1,Beginner,0
C02476,Frontend Developer,Bachelor's,Electronics,2,1,5,0,10,2,6,31.29,5,31.7,30.57,51.24,71.8,42.16,41.09,45.37,37.33,Junior,4,Not Ready,0
C02477,DevOps Engineer,Bachelor's,Software Engineering,1,6,4,1,11,3,6,45.95,10,48.26,25.35,90.97,70.75,60.99,46.2,56.1,52.46,Junior,3,Beginner,0
C02478,Data Scientist,Bachelor's,Mathematics,12,14,3,1,7,4,6,63.88,6,78.87,70.97,79.03,81.95,64.55,65.11,72.71,66.88,Senior,2,Beginner,0
C02479,Full Stack Developer,Bachelor's,Software Engineering,0,3,2,1,2,2,7,30.52,5,34.19,30.94,92.13,63.67,36.01,34.46,47.04,38.11,Fresher,5,Not Ready,0
C02480,Frontend Developer,Bachelor's,Software Engineering,2,4,4,1,10,3,6,48.89,4,43.9,27.17,96.72,66.29,51.06,48.46,53.55,50.09,Junior,3,Beginner,0
C02481,Frontend Developer,Bachelor's,Information Technology,6,5,2,1,8,3,6,54.59,5,42.19,55.14,91.68,75.66,58.51,56.96,61.81,55.81,Mid-Level,3,Beginner,1
C02482,UI/UX Designer,Master's,Design,2,2,5,2,12,4,6,69.05,5,50.59,36.89,98.48,75.93,65.65,66.3,69.73,57.94,Junior,2,Beginner,1
C02483,DevOps Engineer,Master's,Software Engineering,13,13,3,1,8,5,6,83.13,5,87.27,87.09,100.0,89.57,81.14,79.99,87.47,82.11,Senior,1,Intermediate,0
C02484,Machine Learning Engineer,Bachelor's,Data Science,9,7,5,1,12,5,6,87.85,3,80.1,76.42,90.08,81.17,88.61,86.2,87.84,84.29,Senior,1,Intermediate,1
C02485,UI/UX Designer,Master's,Information Technology,6,10,3,1,4,3,6,50.3,8,55.9,46.39,74.51,83.57,60.11,52.06,65.41,55.08,Mid-Level,3,Beginner,1
C02486,Product Designer,Bachelor's,Business,9,12,2,0,6,5,6,82.18,6,88.07,80.06,68.6,90.23,91.84,78.85,83.72,73.85,Senior,1,Beginner,1
C02487,Cloud Engineer,Bachelor's,Computer Science,9,13,5,1,13,5,6,81.03,6,91.83,74.71,81.78,95.46,88.49,79.7,87.7,81.46,Senior,1,Intermediate,1
C02488,QA Engineer,Master's,Software Engineering,8,6,5,0,9,5,6,86.82,10,83.0,76.07,98.5,90.51,83.69,91.66,87.85,79.93,Senior,1,Intermediate,1
C02489,Machine Learning Engineer,Bachelor's,Computer Science,9,9,0,1,9,4,6,63.08,6,70.76,68.57,88.29,81.27,74.37,63.39,71.38,65.15,Senior,2,Beginner,1
C02490,Frontend Developer,Diploma,Information Technology,2,4,0,1,11,4,6,71.11,8,58.6,33.51,75.8,44.73,56.38,65.77,56.16,50.09,Junior,2,Beginner,1
C02491,Machine Learning Engineer,Bachelor's,Information Technology,12,12,1,1,10,5,6,84.61,8,91.53,80.48,82.86,83.26,84.21,81.61,84.58,73.42,Senior,1,Beginner,1
C02492,Cybersecurity Analyst,Bachelor's,Electronics,4,10,4,0,11,4,6,71.44,8,65.69,41.94,74.83,85.94,76.51,77.56,73.98,66.63,Mid-Level,2,Beginner,0
C02493,Full Stack Developer,Master's,Computer Science,12,6,0,1,13,5,7,68.61,5,65.81,73.06,100.0,72.81,72.62,74.29,75.07,68.87,Senior,2,Beginner,1
C02494,Machine Learning Engineer,Master's,Other,3,6,5,1,11,3,6,49.17,7,54.77,32.09,49.7,84.75,68.08,56.62,59.74,52.12,Mid-Level,3,Beginner,0
C02495,Cloud Engineer,Bachelor's,Other,9,8,5,0,7,4,6,70.4,9,70.26,74.97,31.52,87.09,79.27,74.64,74.32,64.38,Senior,2,Beginner,1
C02496,Product Designer,Bachelor's,Information Technology,9,9,4,0,8,5,6,87.87,10,75.8,74.27,58.05,87.38,93.03,91.93,82.44,75.0,Senior,1,Intermediate,1
C02497,Data Scientist,Bachelor's,Mathematics,11,6,4,0,12,5,6,86.19,10,77.0,81.07,72.58,78.14,87.47,88.05,83.98,74.74,Senior,1,Beginner,1
C02498,Python Developer,Diploma,Computer Science,4,6,3,0,12,4,6,66.43,10,67.39,41.47,81.8,59.62,60.28,61.3,59.71,61.84,Mid-Level,2,Beginner,1
C02499,Data Scientist,Master's,Computer Science,3,9,3,0,8,4,6,65.79,6,70.19,34.86,95.17,88.76,68.03,74.77,67.56,63.67,Mid-Level,2,Beginner,1
C02500,Cloud Engineer,Bachelor's,Computer Science,2,3,0,2,11,3,6,52.78,2,50.76,30.62,85.29,50.46,54.76,50.1,49.95,48.97,Junior,3,Not Ready,0
C02501,Java Developer,Diploma,Computer Science,1,1,0,0,9,4,6,62.3,6,60.69,25.1,78.11,47.16,56.64,57.34,52.54,45.34,Junior,2,Not Ready,0
C02502,Frontend Developer,Bachelor's,Software Engineering,5,4,3,1,6,4,6,68.18,6,64.02,49.64,96.31,70.74,63.12,71.49,69.15,60.55,Mid-Level,2,Beginner,0
C02503,Machine Learning Engineer,Bachelor's,Computer Science,6,9,0,1,4,3,6,48.83,5,55.75,48.71,85.9,80.39,64.92,55.61,64.63,47.52,Mid-Level,3,Not Ready,0
C02504,Frontend Developer,Master's,Software Engineering,12,8,3,1,11,4,6,63.75,9,60.28,70.76,100.0,94.13,76.62,65.0,80.7,64.7,Senior,2,Beginner,1
C02505,Frontend Developer,Bachelor's,Information Technology,8,12,2,0,12,4,6,71.54,6,73.13,62.87,89.23,86.19,73.92,79.36,78.97,70.37,Senior,2,Beginner,1
C02506,UI/UX Designer,Diploma,Design,3,5,3,1,4,4,6,62.39,7,68.39,42.54,80.6,65.29,61.56,58.16,58.79,55.82,Mid-Level,2,Beginner,1
C02507,UI/UX Designer,Bachelor's,Computer Science,3,3,4,0,11,4,6,65.44,3,52.4,38.03,73.0,67.59,70.53,70.21,66.38,54.35,Mid-Level,2,Beginner,0
C02508,Java Developer,Diploma,Other,8,15,4,1,9,3,6,46.97,7,66.22,59.3,24.68,72.94,57.13,55.33,56.06,48.25,Senior,3,Not Ready,0
C02509,Data Scientist,Master's,Information Technology,6,10,2,1,4,4,6,65.4,2,68.85,52.88,94.77,87.8,69.12,66.09,74.69,66.81,Mid-Level,2,Beginner,0
C02510,Cloud Engineer,Bachelor's,Computer Science,5,6,3,0,9,5,6,81.22,8,80.77,58.76,82.86,82.13,74.28,84.11,74.52,68.81,Mid-Level,1,Beginner,1
C02511,Mobile App Developer,Bachelor's,Information Technology,10,10,1,1,10,5,6,80.04,6,74.02,81.19,90.71,86.03,84.83,85.21,83.73,70.23,Senior,1,Beginner,0
C02512,UI/UX Designer,Bachelor's,Computer Science,9,11,4,0,11,5,6,81.57,5,77.55,73.71,71.65,89.8,84.73,82.99,82.84,71.01,Senior,1,Beginner,1
C02513,Cloud Engineer,Master's,Information Technology,4,10,5,0,6,4,6,62.47,7,71.09,41.16,98.17,89.08,74.6,69.51,73.4,68.28,Mid-Level,2,Beginner,1
C02514,QA Engineer,Bachelor's,Computer Science,4,8,4,1,5,4,6,67.51,10,60.79,48.5,73.92,74.37,69.21,73.21,67.46,64.09,Mid-Level,2,Beginner,1
C02515,Java Developer,Bachelor's,Computer Science,6,5,0,0,10,5,6,85.87,7,67.13,60.32,88.22,71.76,78.98,87.31,80.0,72.37,Mid-Level,1,Beginner,0
C02516,Backend Developer,Bachelor's,Computer Science,3,8,2,0,5,4,6,65.28,9,62.95,39.3,91.88,76.53,68.15,64.04,67.34,63.81,Mid-Level,2,Beginner,1
C02517,QA Engineer,Bachelor's,Information Technology,8,10,1,1,11,5,6,79.57,10,77.73,70.74,77.62,78.57,72.45,80.66,73.62,71.37,Senior,1,Beginner,1
C02518,Java Developer,Bachelor's,Computer Science,11,14,2,1,8,5,6,82.65,5,85.24,83.25,90.96,78.24,74.89,79.13,81.6,78.33,Senior,1,Intermediate,1
C02519,Machine Learning Engineer,Master's,Mathematics,4,9,2,0,6,4,6,65.12,6,72.13,44.19,87.38,75.61,75.94,66.29,67.81,64.24,Mid-Level,2,Beginner,0
C02520,Cloud Engineer,Master's,Information Technology,13,6,1,0,10,5,6,81.79,8,80.58,84.68,100.0,87.58,77.73,87.18,85.22,80.91,Senior,1,Intermediate,1
C02521,Backend Developer,Bachelor's,Software Engineering,7,9,1,1,5,4,6,68.62,3,65.38,65.5,91.52,83.42,80.84,74.47,78.35,68.32,Mid-Level,2,Beginner,0
C02522,QA Engineer,Master's,Business,4,7,1,1,12,4,6,70.94,6,64.68,50.83,69.48,73.93,74.4,70.27,70.21,63.46,Mid-Level,2,Beginner,0
C02523,QA Engineer,Bachelor's,Information Technology,6,9,0,1,5,4,6,70.75,2,58.94,52.55,76.34,79.27,76.76,76.97,72.71,60.34,Mid-Level,2,Beginner,1
C02524,Backend Developer,Bachelor's,Information Technology,2,5,3,0,10,3,6,47.98,6,45.44,28.06,85.78,66.87,60.27,48.59,55.65,44.09,Junior,3,Not Ready,0
C02525,UI/UX Designer,Bachelor's,Information Technology,11,14,1,0,10,5,6,81.19,8,80.86,86.22,61.56,85.77,75.7,78.47,79.67,70.32,Senior,1,Beginner,1
C02526,Data Analyst,Bachelor's,Information Technology,10,10,0,0,10,5,6,80.89,4,83.1,80.11,82.17,80.08,86.0,77.22,82.25,73.36,Senior,1,Beginner,1
C02527,Full Stack Developer,Diploma,Software Engineering,0,0,0,2,10,2,7,24.22,10,14.49,32.37,86.4,40.31,31.14,29.51,36.35,25.59,Fresher,5,Not Ready,0
C02528,Machine Learning Engineer,Bachelor's,Computer Science,3,3,4,1,10,5,6,86.38,5,78.14,44.07,94.99,66.63,79.44,86.24,74.02,72.92,Mid-Level,1,Beginner,0
C02529,Python Developer,Bachelor's,Information Technology,11,10,4,0,10,5,6,87.21,10,74.62,79.33,94.72,99.13,92.74,91.62,89.26,83.15,Senior,1,Intermediate,0
C02530,Data Analyst,Diploma,Data Science,1,4,2,2,3,3,6,46.62,8,39.77,23.53,86.78,56.17,56.23,50.05,49.68,45.51,Junior,3,Not Ready,0
C02531,Cloud Engineer,Bachelor's,Information Technology,5,3,5,1,13,5,6,85.76,6,65.31,53.91,89.76,84.65,92.96,83.73,82.02,76.22,Mid-Level,1,Intermediate,0
C02532,Data Scientist,Bachelor's,Information Technology,1,1,3,0,3,3,6,51.54,4,39.64,28.95,82.0,62.14,59.05,53.27,53.42,45.08,Junior,3,Not Ready,0
C02533,Full Stack Developer,Diploma,Software Engineering,6,7,4,0,11,5,7,67.36,4,72.76,54.75,86.84,67.46,61.83,66.97,68.37,61.92,Mid-Level,2,Beginner,1
C02534,Cybersecurity Analyst,PhD,Electronics,9,6,0,1,9,4,6,68.83,3,67.53,74.63,85.91,82.73,79.67,76.13,77.6,68.29,Senior,2,Beginner,1
C02535,Java Developer,Master's,Electronics,1,4,4,1,6,1,6,19.0,4,23.87,23.56,62.0,67.16,37.34,31.81,43.21,28.09,Junior,5,Not Ready,0
C02536,Python Developer,Master's,Data Science,3,4,0,0,4,4,6,61.85,9,62.92,41.07,97.73,69.75,63.91,68.37,66.44,57.35,Mid-Level,2,Beginner,1
C02537,Mobile App Developer,Master's,Electronics,14,10,0,0,5,4,6,66.94,3,65.59,75.25,57.51,86.24,70.57,75.03,73.32,62.57,Senior,2,Beginner,1
C02538,Full Stack Developer,Diploma,Software Engineering,7,5,3,0,13,5,7,72.85,8,66.36,62.48,85.84,61.9,64.96,70.91,69.62,65.96,Mid-Level,2,Beginner,1
C02539,QA Engineer,Diploma,Software Engineering,2,1,2,0,3,3,6,46.25,6,44.29,30.8,72.08,47.4,53.62,43.77,48.17,49.53,Junior,3,Not Ready,0
C02540,Cloud Engineer,Bachelor's,Information Technology,4,3,1,0,7,4,6,67.94,7,64.49,46.61,89.53,65.24,65.5,68.55,64.17,58.94,Mid-Level,2,Beginner,0
C02541,Machine Learning Engineer,Master's,Computer Science,14,11,1,1,13,5,6,80.47,5,79.21,83.83,100.0,87.39,80.6,85.96,82.51,79.09,Senior,1,Intermediate,1
C02542,Machine Learning Engineer,Bachelor's,Other,2,1,1,0,10,2,6,31.35,8,25.82,22.89,33.91,64.12,37.63,39.9,41.48,32.33,Junior,4,Not Ready,0
C02543,Mobile App Developer,Master's,Information Technology,10,14,2,0,5,5,6,81.77,3,93.11,79.95,96.63,90.98,89.87,86.1,85.57,77.07,Senior,1,Intermediate,0
C02544,Data Analyst,Bachelor's,Information Technology,8,5,2,0,5,5,6,84.96,10,73.01,69.75,84.46,77.54,83.78,81.29,79.95,73.06,Senior,1,Beginner,0
C02545,Mobile App Developer,Bachelor's,Information Technology,4,3,0,0,8,4,6,66.17,9,56.58,41.18,86.31,62.86,68.15,69.92,61.62,52.6,Mid-Level,2,Beginner,0
C02546,QA Engineer,Bachelor's,Software Engineering,12,8,2,0,13,5,6,86.31,6,81.65,80.22,89.86,75.93,78.56,79.43,83.82,75.99,Senior,1,Intermediate,1
C02547,Data Analyst,Bachelor's,Data Science,11,5,5,0,7,4,6,64.87,5,62.68,74.77,99.72,88.02,66.7,72.9,73.35,73.86,Senior,2,Beginner,1
C02548,Mobile App Developer,Bachelor's,Information Technology,6,10,1,0,13,5,6,81.38,9,77.98,60.83,86.18,70.43,81.26,83.39,78.6,67.16,Mid-Level,1,Beginner,0
C02549,Cloud Engineer,Diploma,Information Technology,3,7,4,0,12,5,6,83.71,5,83.12,41.86,83.02,69.08,69.98,79.75,68.7,74.12,Mid-Level,1,Beginner,1
C02550,Mobile App Developer,Bachelor's,Software Engineering,7,6,2,0,7,5,6,85.69,6,72.29,67.34,96.86,77.06,74.25,81.55,81.62,71.74,Mid-Level,1,Beginner,1
C02551,Data Analyst,Bachelor's,Data Science,7,8,4,1,11,4,6,67.2,5,72.04,58.43,93.26,85.53,72.24,74.97,73.6,67.72,Mid-Level,2,Beginner,1
C02552,QA Engineer,Master's,Software Engineering,13,9,4,0,7,5,6,79.57,10,87.17,76.04,98.02,100.0,89.19,83.85,85.47,83.14,Senior,1,Intermediate,1
C02553,DevOps Engineer,Master's,Computer Science,7,4,4,0,7,5,6,78.56,9,68.44,60.86,92.68,83.2,76.96,84.42,78.56,72.48,Mid-Level,1,Beginner,0
C02554,Cloud Engineer,Bachelor's,Computer Science,9,9,2,1,13,5,6,81.64,4,84.2,81.18,83.72,77.74,72.11,81.81,81.14,77.02,Senior,1,Intermediate,1
C02555,Data Scientist,Bachelor's,Other,10,11,2,0,10,3,6,46.67,2,61.53,68.07,38.94,93.86,58.99,56.57,65.1,54.61,Senior,3,Beginner,0
C02556,Machine Learning Engineer,Master's,Computer Science,4,8,2,1,8,3,6,48.62,3,54.75,43.23,97.13,74.52,51.14,53.88,61.13,50.33,Mid-Level,3,Beginner,1
C02557,Machine Learning Engineer,Bachelor's,Data Science,6,3,0,1,10,4,6,68.77,9,56.0,56.1,99.13,61.07,63.28,63.55,67.17,61.48,Mid-Level,2,Beginner,1
C02558,Full Stack Developer,Bachelor's,Computer Science,12,13,4,0,13,5,7,69.38,3,75.49,77.75,94.64,96.53,77.45,71.26,80.51,71.33,Senior,2,Beginner,1
C02559,Mobile App Developer,Bachelor's,Electronics,1,2,3,1,6,2,6,31.77,3,32.95,20.66,51.57,70.19,42.33,41.82,43.41,32.78,Junior,4,Not Ready,0
C02560,Frontend Developer,Master's,Computer Science,2,2,0,0,4,3,6,49.02,9,35.89,33.9,100.0,66.68,59.98,56.71,60.49,51.23,Junior,3,Beginner,0
C02561,Backend Developer,Bachelor's,Other,6,8,3,1,11,3,6,53.79,5,44.49,52.73,33.72,74.73,54.58,55.57,59.55,50.59,Mid-Level,3,Beginner,0
C02562,Data Analyst,Bachelor's,Other,5,5,4,1,8,2,6,30.38,8,28.59,37.45,39.94,71.56,38.98,36.47,47.18,36.07,Mid-Level,4,Not Ready,0
C02563,Cloud Engineer,Master's,Information Technology,10,8,3,0,12,5,6,81.57,9,86.3,83.96,95.79,93.57,81.44,82.86,85.19,75.95,Senior,1,Intermediate,1
C02564,Product Designer,PhD,Information Technology,11,15,5,1,7,4,6,62.07,5,67.56,77.78,75.13,100.0,74.69,70.09,78.69,70.88,Senior,2,Beginner,1
C02565,UI/UX Designer,Master's,Design,3,7,3,0,5,5,6,79.03,9,76.79,42.84,100.0,72.02,71.9,78.42,69.69,67.82,Mid-Level,1,Beginner,1
C02566,Product Designer,Master's,Design,10,12,1,0,13,5,6,82.4,5,86.07,83.18,97.06,90.78,78.88,87.32,87.36,73.44,Senior,1,Beginner,1
C02567,Cloud Engineer,Bachelor's,Computer Science,8,15,1,0,10,5,6,88.02,2,87.55,75.09,89.33,72.45,75.04,87.13,79.4,73.02,Senior,1,Beginner,1
C02568,Mobile App Developer,Master's,Software Engineering,11,5,2,0,5,5,6,80.92,7,81.65,79.6,100.0,88.68,78.61,79.44,82.08,73.11,Senior,1,Beginner,1
C02569,Java Developer,Bachelor's,Information Technology,5,10,2,0,9,5,6,86.36,5,75.28,58.13,91.44,81.95,88.17,82.17,80.87,77.64,Mid-Level,1,Intermediate,1
C02570,Mobile App Developer,Bachelor's,Computer Science,12,8,2,1,10,5,6,82.1,10,75.94,81.1,88.47,81.05,82.75,77.68,85.32,80.87,Senior,1,Intermediate,1
C02571,Cloud Engineer,Master's,Software Engineering,4,9,2,0,5,4,6,62.16,10,60.42,43.82,98.24,88.39,71.62,67.65,73.11,56.85,Mid-Level,2,Beginner,1
C02572,Mobile App Developer,Bachelor's,Information Technology,5,8,1,0,12,5,6,84.59,2,78.41,57.86,90.8,66.97,83.38,85.66,76.9,74.12,Mid-Level,1,Beginner,0
C02573,Product Designer,Bachelor's,Other,1,1,4,2,7,2,6,32.57,5,31.0,19.98,30.22,69.73,48.47,42.96,41.64,34.09,Junior,4,Not Ready,0
C02574,Java Developer,PhD,Electronics,7,7,4,0,6,3,6,47.47,5,55.91,50.07,61.69,86.76,68.91,51.41,62.3,51.61,Mid-Level,3,Beginner,1
C02575,UI/UX Designer,Master's,Computer Science,8,15,4,0,10,4,6,63.33,7,69.59,62.8,76.34,95.45,72.72,73.21,77.82,61.74,Senior,2,Beginner,0
C02576,UI/UX Designer,Master's,Design,7,10,3,1,9,4,6,65.61,6,75.0,55.03,100.0,81.74,67.25,67.02,71.81,69.4,Mid-Level,2,Beginner,0
C02577,Full Stack Developer,Bachelor's,Information Technology,6,3,5,1,6,4,7,61.69,8,44.44,49.65,87.88,78.35,75.27,61.03,69.71,56.41,Mid-Level,3,Beginner,1
C02578,Data Scientist,Bachelor's,Information Technology,3,10,3,1,5,4,6,70.74,3,66.89,42.93,80.14,78.83,69.01,70.53,66.65,61.53,Mid-Level,2,Beginner,0
C02579,UI/UX Designer,Diploma,Computer Science,1,1,5,1,9,4,6,65.04,8,50.39,31.63,63.93,51.69,58.23,64.11,55.32,55.71,Junior,2,Beginner,0
C02580,Data Scientist,Master's,Computer Science,12,13,3,1,11,5,6,88.24,9,84.41,82.17,97.91,90.51,96.11,83.96,89.14,83.6,Senior,1,Intermediate,1
C02581,Cybersecurity Analyst,Bachelor's,Computer Science,1,5,5,0,8,3,6,48.69,5,47.89,27.78,90.62,74.78,55.06,56.56,55.39,47.65,Junior,3,Not Ready,0
C02582,QA Engineer,Bachelor's,Software Engineering,3,7,4,0,6,4,6,66.74,5,61.38,38.59,89.94,79.03,77.87,70.58,71.09,63.31,Mid-Level,2,Beginner,0
C02583,Machine Learning Engineer,Master's,Data Science,6,5,5,0,5,5,6,84.2,7,79.75,64.48,95.1,80.42,86.23,82.61,82.98,79.84,Mid-Level,1,Intermediate,1
C02584,Data Analyst,Bachelor's,Computer Science,1,3,4,1,6,3,6,52.38,10,37.8,28.6,85.16,64.73,64.57,55.05,56.32,46.38,Junior,3,Not Ready,1
C02585,Frontend Developer,Bachelor's,Computer Science,10,9,2,1,5,4,6,67.33,6,68.41,76.32,86.42,91.73,84.74,76.1,82.88,67.17,Senior,2,Beginner,0
C02586,Backend Developer,Bachelor's,Software Engineering,3,10,0,0,12,5,6,80.65,5,81.34,42.81,96.47,68.77,71.5,83.14,71.15,66.66,Mid-Level,1,Beginner,0
C02587,Product Designer,Bachelor's,Design,3,3,0,1,12,4,6,64.42,7,49.88,38.34,95.7,65.38,57.46,60.05,64.45,49.93,Mid-Level,2,Not Ready,0
C02588,Full Stack Developer,Bachelor's,Software Engineering,12,11,2,1,9,6,7,84.12,3,87.76,86.9,95.07,78.9,87.04,79.78,84.41,78.26,Senior,1,Intermediate,1
C02589,DevOps Engineer,Bachelor's,Software Engineering,10,15,1,1,5,5,6,84.73,4,91.09,82.42,87.39,77.43,80.68,85.29,82.96,80.5,Senior,1,Intermediate,1
C02590,Java Developer,Bachelor's,Information Technology,8,6,5,1,6,5,6,81.77,9,77.31,74.95,92.5,85.01,80.83,81.72,81.34,80.03,Senior,1,Intermediate,0
C02591,Full Stack Developer,Diploma,Information Technology,7,3,4,0,9,6,7,81.72,3,72.97,69.42,83.65,67.23,68.32,74.87,73.62,69.2,Mid-Level,1,Beginner,1
C02592,Python Developer,Master's,Data Science,9,15,3,1,8,5,6,79.39,7,81.84,77.55,98.33,97.4,94.43,86.64,89.39,77.71,Senior,1,Intermediate,0
C02593,UI/UX Designer,Bachelor's,Design,9,14,5,0,7,5,6,79.26,4,91.14,75.27,90.32,99.28,80.65,83.44,83.08,83.58,Senior,1,Intermediate,1
C02594,Frontend Developer,Master's,Electronics,1,2,3,1,7,2,6,30.18,8,26.51,24.32,59.97,73.01,42.95,35.03,46.08,30.91,Junior,4,Not Ready,0
C02595,Frontend Developer,Bachelor's,Software Engineering,7,4,2,0,8,3,6,54.65,5,38.0,57.47,93.25,65.22,52.21,52.53,61.45,57.7,Mid-Level,3,Beginner,0
C02596,QA Engineer,Bachelor's,Information Technology,9,15,3,0,10,4,6,61.88,2,79.55,72.99,76.03,82.13,72.78,70.42,71.92,69.96,Senior,2,Beginner,0
C02597,Product Designer,Bachelor's,Design,4,9,0,0,7,5,6,80.91,4,76.7,47.12,99.99,68.26,83.69,77.07,74.48,72.03,Mid-Level,1,Beginner,1
C02598,Product Designer,Bachelor's,Computer Science,0,2,3,1,8,2,6,28.77,2,27.65,16.12,58.46,64.47,39.69,36.97,41.52,28.97,Fresher,4,Not Ready,0
C02599,Cybersecurity Analyst,Bachelor's,Computer Science,8,7,0,0,11,5,6,85.06,5,71.82,76.99,91.15,65.69,77.16,83.52,74.92,76.16,Senior,1,Intermediate,0
C02600,Full Stack Developer,Diploma,Software Engineering,2,5,4,2,5,4,7,53.58,3,53.11,32.47,80.72,54.81,57.73,53.71,54.23,49.23,Junior,3,Not Ready,0
C02601,Cloud Engineer,Bachelor's,Software Engineering,7,5,5,0,7,4,6,67.83,6,57.31,60.82,91.57,81.78,76.18,69.78,76.66,69.99,Mid-Level,2,Beginner,1
C02602,DevOps Engineer,Master's,Electronics,5,5,1,1,7,3,6,45.68,7,48.56,44.11,58.55,75.35,59.87,53.35,58.77,42.74,Mid-Level,3,Not Ready,0
C02603,Cloud Engineer,Bachelor's,Information Technology,6,10,5,0,9,5,6,79.58,10,76.73,59.27,90.58,85.26,80.39,76.07,76.48,70.3,Mid-Level,1,Beginner,1
C02604,Python Developer,Master's,Information Technology,2,1,4,0,8,3,6,52.09,5,47.19,30.8,96.38,66.04,51.37,56.36,59.44,52.99,Junior,3,Beginner,1
C02605,Cybersecurity Analyst,Bachelor's,Business,7,9,4,0,5,2,6,29.51,8,43.41,44.8,48.71,88.74,50.54,42.08,52.59,44.61,Mid-Level,4,Not Ready,0
